Name;Role;Tier;Score;Trend;Win %;Pick %;Ban %;KDA
Kha'Zix;JUNGLE;S;63.47;1.72;50.87%;8.03%;7.88%;2.55
Kindred;JUNGLE;A;48.2;-0.77;50.30%;4.27%;3.11%;2.2
Kled;TOP;B;43.59;3.55;50.91%;1.56%;0.81%;2.34
Kled;MID;B;42.19;0.0;51.27%;0.16%;0.85%;2.52
Kog'Maw;MID;B;39.77;0.0;50.93%;0.20%;0.34%;2.15
Kog'Maw;ADC;C;36.38;-5.5;51.92%;1.70%;0.34%;2.18
LeBlanc;MID;A;51.25;2.22;47.17%;4.53%;8.07%;2.67
Lee Sin;JUNGLE;God;90.64;0.06;48.08%;16.99%;15.23%;2.65
Leona;SUPPORT;S;60.91;9.03;49.56%;7.42%;10.59%;2.33
Lillia;JUNGLE;B;45.43;-0.43;49.68%;3.14%;1.00%;2.57
Lillia;TOP;D;32.68;4.77;50.28%;0.44%;1.07%;1.99
Lissandra;MID;A;48.51;2.48;50.86%;2.52%;0.76%;2.38
Lucian;ADC;A;53.67;7.4;51.58%;8.46%;2.16%;2.34
Lucian;MID;C;35.96;0.0;47.79%;1.08%;2.16%;1.94
Lulu;SUPPORT;God;87.73;21.82;50.81%;10.79%;19.01%;3.01
Lux;SUPPORT;God;83.95;22.47;49.76%;11.87%;11.49%;2.4
Lux;MID;S;63.87;-0.85;51.02%;5.63%;11.49%;2.79
Malphite;TOP;S;63.4;-1.23;51.03%;4.55%;4.29%;2.34
Malphite;MID;B;42.05;5.02;50.45%;0.73%;4.29%;2.4
Malphite;SUPPORT;D;29.18;0.0;49.13%;0.72%;4.31%;2.03
Malzahar;MID;A;50.9;-1.35;51.61%;3.08%;2.98%;2.19
Maokai;SUPPORT;C;37.21;-4.08;51.89%;1.06%;0.12%;2.22
Maokai;TOP;D;27.46;-0.63;48.27%;0.27%;0.12%;2.06
Master Yi;JUNGLE;S;70.85;0.04;50.02%;9.24%;22.49%;1.95
Miss Fortune;ADC;A;51.89;0.12;50.48%;8.98%;1.98%;2.22
Mordekaiser;TOP;S;68.23;0.61;50.99%;5.64%;6.97%;1.82
Mordekaiser;JUNGLE;B;40.8;0.59;51.64%;0.71%;6.97%;2.21
Morgana;SUPPORT;God;72.56;16.49;48.98%;7.94%;26.74%;2.44
Nami;SUPPORT;S;71.18;12.03;52.05%;8.45%;1.19%;3.16
Nasus;TOP;A;57.57;-2.6;50.08%;4.48%;4.45%;1.85
Nautilus;SUPPORT;God;79.05;24.58;50.80%;10.82%;11.21%;2.37
Neeko;MID;A;49.07;-3.7;52.29%;2.01%;0.58%;2.32
Neeko;SUPPORT;D;30.1;-12.25;49.26%;0.84%;0.58%;2.09
Nidalee;JUNGLE;B;44.76;-1.11;48.14%;3.57%;1.70%;2.8
Nocturne;JUNGLE;A;56.43;8.9;52.50%;4.67%;3.46%;2.63
Nunu;JUNGLE;A;48.59;1.32;49.84%;3.71%;1.88%;2.78
Olaf;JUNGLE;C;34.02;2.4;47.65%;1.26%;0.75%;2.25
Olaf;TOP;D;14.43;-0.76;44.54%;0.24%;0.79%;1.48
Orianna;MID;A;47.56;1.34;49.07%;3.00%;0.23%;2.53
Ornn;TOP;A;53.05;1.52;51.53%;2.92%;0.44%;2.29
Pantheon;MID;B;45.72;4.28;52.58%;0.94%;0.85%;2.25
Pantheon;TOP;C;35.3;3.2;49.86%;0.96%;0.85%;2.04
Pantheon;SUPPORT;D;26.83;-7.13;46.50%;1.77%;0.85%;1.88
Poppy;JUNGLE;B;42.66;-2.06;49.35%;2.35%;1.91%;2.59
Poppy;TOP;B;39.69;5.0;50.64%;1.34%;1.91%;2.06
Pyke;SUPPORT;God;76.21;21.82;49.30%;10.43%;16.66%;2.16
Qiyana;MID;A;48.45;-1.74;48.79%;3.91%;6.60%;2.03
Qiyana;JUNGLE;C;37.02;3.46;48.61%;1.29%;6.60%;2.36
Quinn;TOP;B;41.99;-0.86;51.28%;1.69%;1.03%;1.88
Rakan;SUPPORT;A;49.54;0.39;49.54%;4.78%;0.39%;2.81
Rammus;JUNGLE;A;48.49;3.28;51.13%;2.58%;3.92%;2.83
Rek'Sai;JUNGLE;A;47.52;-0.59;49.94%;3.72%;5.07%;2.44
Rell;SUPPORT;B;40.46;-5.71;51.65%;1.82%;0.42%;2.39
Renata Glasc;SUPPORT;God;81.02;-11.9;51.46%;10.12%;14.88%;2.71
Renekton;TOP;B;44.73;-3.58;47.55%;3.59%;2.44%;1.78
Renekton;MID;C;38.5;1.19;49.83%;0.53%;2.44%;2.07
Rengar;JUNGLE;B;41.71;1.04;48.03%;3.66%;2.85%;2.22
Rengar;TOP;D;29.62;2.55;48.10%;0.93%;2.85%;1.83
Riven;TOP;S;66.43;-1.88;50.65%;5.69%;3.47%;1.89
Rumble;MID;A;49.32;1.88;53.89%;0.76%;0.32%;2.61
Rumble;JUNGLE;C;35.29;3.63;48.53%;0.31%;0.32%;2.63
Rumble;TOP;D;32.2;2.09;47.78%;1.24%;0.32%;2.05
Ryze;MID;B;41.91;-1.93;45.60%;3.77%;0.63%;2.15
Ryze;TOP;D;23.49;3.84;46.54%;0.61%;0.63%;1.77
Samira;ADC;A;58.84;13.32;50.94%;9.95%;13.15%;2.29
Sejuani;JUNGLE;A;52.95;7.19;53.00%;2.05%;0.32%;3.25
Sejuani;TOP;D;33.45;0.78;49.81%;0.28%;0.32%;2.38
Senna;SUPPORT;God;73.85;15.37;51.68%;9.60%;4.81%;2.63
Seraphine;SUPPORT;A;46.92;8.44;49.97%;4.30%;1.28%;2.43
Seraphine;ADC;B;42.7;1.19;53.27%;0.90%;1.28%;2.92
Seraphine;MID;C;39.07;-5.21;48.18%;0.77%;1.28%;2.6
Sett;TOP;God;79.84;-7.14;50.54%;7.63%;7.31%;1.76
Sett;SUPPORT;D;24.71;0.0;46.96%;0.77%;7.31%;2.01
Shaco;JUNGLE;S;62.57;0.71;51.07%;6.41%;17.27%;2.74
Shaco;SUPPORT;D;31.39;-9.86;48.80%;0.95%;17.27%;2.31
Shen;TOP;S;70.76;-3.98;52.85%;4.54%;1.20%;2.91
Shyvana;JUNGLE;B;46.3;2.77;50.98%;2.43%;0.49%;2.61
Shyvana;TOP;C;38.23;6.56;52.43%;0.38%;0.49%;2.12
Singed;MID;A;52.4;6.42;56.15%;0.41%;0.54%;2.63
Singed;TOP;B;43.0;4.55;51.31%;1.82%;0.54%;1.91
Sion;TOP;A;57.37;3.26;50.66%;4.89%;1.68%;1.43
Sivir;ADC;B;39.67;-4.51;51.37%;2.71%;0.56%;2.46
Skarner;JUNGLE;B;39.76;-4.15;49.77%;0.74%;0.16%;2.76
Skarner;TOP;D;29.02;4.51;48.30%;0.25%;0.16%;2.28
Sona;SUPPORT;A;49.3;-4.01;51.64%;3.57%;0.47%;2.81
Soraka;SUPPORT;S;64.72;9.02;52.57%;6.81%;4.41%;2.73
Swain;MID;B;43.76;4.12;51.51%;0.39%;1.51%;2.59
Swain;ADC;B;40.56;-6.39;52.92%;0.44%;1.39%;2.89
Swain;SUPPORT;C;36.93;-4.41;49.27%;2.25%;1.39%;2.34
Sylas;MID;S;60.76;2.1;50.47%;6.64%;3.88%;2.14
Sylas;TOP;C;35.88;5.41;50.00%;1.13%;3.88%;1.9
Syndra;MID;A;46.91;0.93;48.98%;3.35%;1.08%;2.2
Tahm Kench;TOP;A;50.46;10.39;51.90%;2.08%;3.50%;2.47
Tahm Kench;SUPPORT;C;37.69;-8.22;50.50%;1.60%;3.50%;2.47
Taliyah;JUNGLE;C;38.55;1.84;49.27%;1.13%;0.18%;2.52
Taliyah;MID;C;37.81;-5.54;49.25%;0.29%;0.18%;2.29
Taliyah;SUPPORT;C;33.76;-11.39;51.88%;0.29%;0.18%;2.13
Talon;MID;A;48.04;-0.29;50.57%;2.86%;1.90%;2.16
Talon;JUNGLE;C;39.23;4.06;49.54%;1.35%;1.90%;2.42
Taric;SUPPORT;C;35.01;-9.54;49.98%;0.99%;0.14%;2.68
Teemo;TOP;S;69.89;-1.34;51.38%;5.57%;9.89%;1.71
Thresh;SUPPORT;S;61.78;8.91;46.77%;9.54%;3.57%;2.46
Tristana;ADC;A;48.06;-3.33;51.17%;6.54%;3.24%;2.31
Tristana;MID;B;43.48;0.0;52.24%;0.66%;3.24%;2.11
Trundle;JUNGLE;A;54.93;3.61;53.47%;3.39%;2.77%;2.69
Trundle;TOP;B;41.04;0.79;51.67%;1.62%;2.77%;1.65
Tryndamere;TOP;God;93.24;0.26;51.11%;7.45%;26.17%;1.8
Twisted Fate;MID;B;42.34;3.99;47.64%;2.75%;0.42%;2.17
Twitch;ADC;A;50.33;-0.15;51.88%;6.56%;4.45%;2.39
Udyr;JUNGLE;B;43.75;3.72;50.22%;2.08%;0.62%;2.61
Urgot;TOP;A;56.03;-2.87;52.35%;3.40%;2.46%;1.96
Varus;ADC;D;29.02;-9.74;47.60%;2.39%;0.19%;2.27
Vayne;ADC;S;64.2;4.83;51.73%;11.14%;16.45%;2.14
Vayne;TOP;B;41.01;5.02;49.66%;2.16%;16.45%;1.51
Veigar;MID;S;70.53;0.55;52.34%;7.86%;8.08%;2.34
Veigar;ADC;B;44.46;-4.29;54.12%;1.89%;8.08%;2.51
Vel'Koz;MID;B;43.73;-0.95;50.68%;0.88%;0.49%;2.57
Vel'Koz;SUPPORT;C;35.85;-6.85;50.26%;1.64%;0.49%;2.19
Vex;MID;S;61.92;-0.39;50.16%;6.41%;9.80%;2.35
Vi;JUNGLE;A;54.12;0.93;52.30%;4.61%;1.72%;2.37
Viego;JUNGLE;S;69.98;-4.66;49.45%;11.18%;9.73%;2.39
Viktor;MID;S;61.71;-2.81;51.32%;6.23%;4.74%;2.25
Vladimir;MID;A;51.5;-1.88;50.11%;3.73%;5.53%;2.33
Vladimir;TOP;C;34.57;3.55;49.19%;1.07%;5.53%;2.01
Volibear;JUNGLE;A;57.53;3.29;52.65%;4.74%;2.73%;2.77
Volibear;TOP;A;50.22;2.58;50.17%;3.47%;2.73%;1.8
Warwick;JUNGLE;A;52.13;0.36;50.23%;5.40%;5.46%;2.19
Warwick;TOP;C;37.38;7.53;50.62%;1.18%;5.46%;1.84
Wukong;TOP;B;41.67;1.32;50.70%;1.70%;0.55%;2.02
Wukong;JUNGLE;D;32.83;-1.86;47.74%;0.35%;0.59%;2.47
Xayah;ADC;B;45.9;-1.72;50.71%;6.20%;0.97%;2.34
Xerath;MID;A;50.14;-0.76;50.71%;2.16%;3.48%;2.94
Xerath;SUPPORT;B;42.93;-4.3;49.75%;3.31%;3.48%;2.45
Xin Zhao;JUNGLE;A;50.25;-13.83;49.07%;5.63%;4.62%;2.28
Yasuo;MID;God;87.87;4.66;50.65%;11.67%;24.10%;1.74
Yasuo;TOP;A;47.3;9.99;49.45%;2.75%;24.10%;1.5
Yasuo;ADC;C;37.87;-3.31;51.53%;2.42%;24.10%;1.98
Yone;MID;S;71.64;0.72;50.15%;8.77%;18.66%;1.85
Yone;TOP;S;68.09;7.18;50.74%;5.23%;18.66%;1.65
Yorick;TOP;A;46.92;-2.61;51.23%;2.84%;2.98%;1.52
Yuumi;SUPPORT;God;94.15;25.4;49.02%;10.84%;26.29%;4.09
Zac;JUNGLE;S;59.69;-0.75;52.31%;4.36%;2.90%;3.5
Zed;MID;God;81.12;4.04;49.89%;8.41%;35.16%;2.24
Zed;JUNGLE;B;45.64;0.81;48.19%;2.98%;35.16%;2.45
Zeri;ADC;God;84.87;-1.79;49.88%;12.91%;39.93%;2.34
Ziggs;MID;B;42.6;1.71;50.63%;0.89%;0.47%;2.36
Ziggs;ADC;C;37.68;-5.39;51.67%;1.86%;0.47%;2.39
Zilean;MID;A;51.26;0.89;52.22%;1.14%;3.82%;3.28
Zilean;SUPPORT;B;44.79;-2.95;49.63%;3.26%;3.82%;2.91
Zoe;MID;A;49.45;2.36;49.92%;3.10%;1.28%;2.52
Zyra;SUPPORT;B;45.62;-2.42;51.55%;3.46%;2.12%;2.11
Aatrox;TOP;God;71.56;-0.63;50.02%;6.94%;4.90%;1.93
Ahri;MID;God;94.69;5.22;51.89%;13.42%;14.14%;2.51
Akali;MID;S;66.07;-1.93;48.45%;7.63%;19.12%;2.25
Akali;TOP;A;56.17;-3.42;48.04%;4.29%;19.12%;1.96
Akshan;MID;A;53.89;0.15;51.90%;3.36%;12.17%;2.22
Akshan;TOP;B;42.76;-1.58;50.36%;1.79%;12.17%;1.9
Alistar;SUPPORT;B;44.38;-1.32;49.14%;3.33%;0.84%;2.45
Amumu;JUNGLE;B;42.95;-1.17;49.59%;2.64%;1.12%;2.49
Amumu;SUPPORT;D;33.82;0.1;50.10%;0.32%;1.20%;2.01
Anivia;MID;A;52.9;0.91;52.56%;2.61%;2.78%;2.5
Anivia;SUPPORT;D;26.89;1.57;46.26%;0.41%;2.77%;2.1
Annie;MID;A;47.45;2.48;51.84%;1.78%;0.71%;2.29
Annie;SUPPORT;D;24.92;0.0;45.79%;0.22%;0.74%;2.03
Aphelios;ADC;D;30.87;-6.86;46.28%;5.29%;1.20%;1.9
Ashe;ADC;A;48.17;1.22;50.79%;6.66%;1.10%;2.36
Ashe;SUPPORT;C;36.54;9.71;49.08%;1.26%;1.10%;2.34
Aurelion Sol;MID;B;43.92;-0.28;50.98%;0.92%;0.34%;2.47
Azir;MID;C;39.32;6.21;47.71%;2.20%;0.43%;1.98
Azir;TOP;D;22.0;0.0;46.45%;0.25%;0.43%;1.62
Bard;SUPPORT;B;41.69;-0.38;48.36%;2.61%;0.53%;2.76
Blitzcrank;SUPPORT;S;69.35;-3.16;50.87%;7.66%;19.60%;2.44
Brand;SUPPORT;A;48.68;6.52;51.04%;3.99%;5.81%;1.82
Brand;MID;C;39.41;0.1;49.97%;0.91%;6.32%;1.94
Braum;SUPPORT;B;42.84;7.84;49.88%;2.05%;0.34%;2.77
Caitlyn;ADC;A;53.79;-3.4;48.13%;10.77%;8.72%;2.14
Camille;TOP;S;63.55;-1.83;49.79%;5.76%;4.41%;1.86
Cassiopeia;MID;B;45.25;0.34;51.18%;1.86%;1.45%;2.05
Cassiopeia;TOP;C;37.97;4.32;52.31%;0.48%;1.45%;1.85
Cassiopeia;ADC;D;31.08;-2.89;50.73%;0.29%;1.45%;2.32
Cho'Gath;TOP;A;48.68;2.2;51.23%;2.50%;0.98%;2.09
Cho'Gath;MID;B;44.99;-0.81;52.28%;0.69%;0.98%;2.35
Corki;MID;C;39.51;-3.55;47.48%;2.18%;0.61%;2.1
Darius;TOP;God;91.61;16.95;50.49%;8.77%;19.15%;1.78
Diana;JUNGLE;God;73.75;-2.59;52.08%;10.30%;14.20%;2.48
Diana;MID;A;46.92;0.13;51.93%;1.62%;14.20%;2.1
Dr. Mundo;TOP;B;45.69;-3.2;50.50%;2.27%;1.64%;2.07
Draven;ADC;B;42.33;0.34;49.51%;5.67%;10.55%;2.09
Ekko;JUNGLE;A;57.44;0.75;51.80%;5.64%;3.88%;2.71
Ekko;MID;A;48.13;-0.09;50.52%;2.77%;3.88%;2.21
Elise;JUNGLE;B;43.76;1.28;50.71%;1.95%;1.10%;2.57
Evelynn;JUNGLE;B;45.57;-1.22;48.67%;3.59%;6.43%;2.72
Ezreal;ADC;S;65.64;-0.64;48.49%;15.21%;4.03%;2.27
Fiddlesticks;JUNGLE;B;45.81;0.21;50.34%;2.84%;1.97%;2.62
Fiora;TOP;God;73.69;-4.36;51.19%;6.35%;13.98%;1.73
Fizz;MID;A;55.37;1.45;51.72%;3.84%;5.44%;2.41
Galio;MID;A;51.26;3.18;52.45%;1.93%;0.44%;2.7
Galio;SUPPORT;D;34.0;3.02;48.38%;1.05%;0.44%;2.26
Gangplank;TOP;S;60.22;-1.83;47.27%;6.03%;4.74%;1.95
Gangplank;MID;C;35.81;-3.2;47.63%;0.97%;4.73%;2.09
Garen;TOP;S;68.54;-4.18;50.55%;6.32%;3.49%;1.91
Gnar;TOP;A;53.23;0.81;50.73%;3.82%;0.82%;1.85
Gragas;TOP;B;40.66;3.45;48.40%;2.25%;0.36%;2.06
Gragas;MID;B;40.64;0.0;50.52%;0.40%;0.35%;2.35
Gragas;JUNGLE;C;36.17;-3.36;48.31%;0.70%;0.36%;2.71
Gragas;SUPPORT;D;28.03;2.98;46.87%;0.34%;0.35%;2.15
Graves;JUNGLE;S;62.5;0.16;50.72%;7.99%;7.63%;2.61
Graves;TOP;A;46.88;-3.81;50.23%;2.86%;7.63%;1.68
Gwen;TOP;D;32.93;-0.71;46.85%;2.04%;1.79%;1.6
Gwen;JUNGLE;D;27.16;-1.8;45.78%;0.47%;1.81%;2.11
Hecarim;JUNGLE;A;49.97;-33.65;48.62%;4.75%;11.30%;2.77
Heimerdinger;MID;B;44.18;4.35;52.78%;0.86%;1.00%;1.91
Heimerdinger;ADC;C;37.46;-1.83;54.16%;0.28%;1.00%;2.12
Heimerdinger;SUPPORT;D;34.57;0.0;50.99%;0.23%;1.00%;1.85
Heimerdinger;TOP;D;31.77;2.44;49.60%;0.75%;1.00%;1.61
Illaoi;TOP;A;47.89;0.56;50.11%;3.54%;4.86%;1.34
Irelia;TOP;God;80.26;-2.85;48.95%;7.41%;24.10%;1.54
Irelia;MID;A;56.17;-0.93;48.94%;5.32%;24.10%;1.72
Ivern;JUNGLE;C;39.1;-2.27;48.18%;1.23%;0.41%;3.04
Ivern;SUPPORT;D;26.84;0.0;45.98%;0.21%;0.41%;2.38
Janna;SUPPORT;S;61.97;-3.47;52.78%;5.28%;2.34%;3.13
Jarvan IV;JUNGLE;A;49.79;0.01;49.54%;3.91%;0.51%;3.13
Jax;TOP;God;76.47;14.26;51.51%;7.15%;10.19%;1.61
Jax;JUNGLE;B;42.35;11.03;52.05%;1.29%;9.79%;2.09
Jayce;TOP;A;56.18;-3.22;47.20%;5.83%;2.18%;1.68
Jayce;MID;B;40.37;1.71;50.34%;0.90%;2.18%;2.04
Jhin;ADC;God;73.12;-8.73;50.31%;14.88%;4.39%;2.81
Jinx;ADC;God;93.09;0.62;50.64%;22.39%;8.41%;2.3
Kai'Sa;ADC;S;67.27;1.12;49.23%;14.30%;7.74%;2.37
Kai'Sa;MID;A;51.77;7.03;46.55%;5.96%;7.74%;2.1
Kalista;ADC;D;30.96;1.92;49.52%;1.60%;0.29%;2.22
Karma;SUPPORT;S;66.51;-3.37;48.90%;8.87%;6.17%;2.65
Karma;MID;A;48.56;0.42;51.59%;1.29%;6.17%;2.84
Karthus;ADC;C;39.91;-1.08;54.00%;1.15%;2.13%;2.18
Karthus;MID;C;39.29;-2.69;50.33%;0.42%;1.78%;2.14
Karthus;JUNGLE;C;37.6;2.2;48.33%;1.81%;2.13%;2.38
Kassadin;MID;A;53.29;2.49;49.47%;4.49%;10.46%;2.23
Katarina;MID;S;64.99;2.76;50.39%;7.32%;9.33%;2.21
Kayle;TOP;A;59.35;2.95;53.24%;3.92%;1.70%;1.8
Kayle;MID;B;43.65;-2.74;51.62%;1.03%;1.70%;2.11
Kayn;JUNGLE;S;67.65;-1.92;50.37%;10.05%;11.76%;2.34
Kennen;MID;B;46.37;3.89;53.57%;0.39%;0.72%;2.34
Kennen;TOP;C;39.23;-1.8;48.36%;2.22%;0.72%;1.89
Kha'Zix;JUNGLE;S;61.81;-1.66;50.75%;7.98%;7.76%;2.49
Kindred;JUNGLE;A;49.17;0.98;51.06%;4.23%;3.37%;2.21
Kled;TOP;B;43.16;-0.44;50.09%;1.77%;0.98%;2.26
Kog'Maw;MID;C;38.63;-1.13;50.34%;0.21%;0.34%;2.15
Kog'Maw;ADC;C;34.64;-1.74;51.21%;1.75%;0.33%;2.14
LeBlanc;MID;A;54.14;2.9;48.09%;4.92%;8.30%;2.65
Lee Sin;JUNGLE;God;89.96;-0.68;48.28%;16.75%;16.83%;2.65
Leona;SUPPORT;A;59.3;-1.61;49.02%;7.14%;9.96%;2.3
Lillia;JUNGLE;B;41.1;-4.32;48.25%;2.87%;0.84%;2.53
Lillia;TOP;C;39.83;7.15;52.99%;0.41%;0.88%;1.96
Lissandra;MID;A;48.5;-0.01;51.01%;2.51%;0.73%;2.33
Lucian;ADC;S;69.86;16.18;52.37%;12.89%;5.91%;2.37
Lucian;MID;C;38.34;2.38;48.22%;1.59%;5.91%;1.93
Lulu;SUPPORT;God;81.12;-6.61;50.59%;9.83%;18.80%;3.0
Lux;SUPPORT;God;79.71;-4.24;49.61%;11.34%;11.14%;2.4
Lux;MID;S;60.86;-3.02;50.35%;5.29%;11.14%;2.69
Malphite;TOP;S;66.05;2.65;51.87%;4.84%;4.71%;2.33
Malphite;MID;C;36.17;-5.88;47.70%;0.72%;4.71%;2.29
Malphite;SUPPORT;D;30.62;1.44;47.69%;0.76%;4.66%;2.01
Malzahar;MID;A;52.14;1.24;52.25%;3.08%;3.14%;2.16
Maokai;SUPPORT;B;41.05;3.84;51.95%;1.08%;0.12%;2.21
Maokai;TOP;D;33.85;6.39;50.18%;0.27%;0.12%;2.12
Master Yi;JUNGLE;S;63.96;-6.9;51.17%;7.45%;19.71%;1.95
Miss Fortune;ADC;God;72.42;20.53;51.10%;15.51%;2.94%;2.3
Mordekaiser;TOP;S;69.59;1.36;52.56%;5.57%;6.62%;1.84
Mordekaiser;JUNGLE;B;41.94;1.14;52.05%;0.82%;7.16%;2.28
Morgana;SUPPORT;S;69.82;-2.74;49.18%;7.47%;26.21%;2.42
Nami;SUPPORT;God;78.67;7.49;52.12%;10.31%;1.97%;3.22
Nasus;TOP;A;55.98;-1.59;50.75%;4.11%;4.11%;1.86
Nasus;SUPPORT;D;18.19;0.0;41.84%;0.59%;4.11%;1.99
Nautilus;SUPPORT;God;83.92;4.87;50.22%;12.04%;15.53%;2.33
Neeko;MID;A;48.89;-0.18;52.37%;1.83%;0.54%;2.34
Neeko;SUPPORT;C;35.96;5.86;50.21%;0.82%;0.57%;2.05
Nidalee;JUNGLE;A;52.77;8.01;48.47%;6.13%;4.72%;2.76
Nocturne;JUNGLE;S;61.22;4.8;53.29%;5.89%;4.70%;2.69
Nunu;JUNGLE;A;47.04;-1.55;49.94%;3.35%;1.76%;2.74
Olaf;JUNGLE;C;37.61;3.59;49.48%;1.12%;0.62%;2.33
Olaf;TOP;D;20.38;5.95;46.31%;0.21%;0.65%;1.47
Orianna;MID;B;46.15;-1.41;49.03%;2.68%;0.23%;2.5
Ornn;TOP;A;57.38;4.33;51.69%;3.60%;0.50%;2.32
Pantheon;MID;B;45.14;-0.58;52.15%;1.00%;0.90%;2.23
Pantheon;TOP;C;34.73;-0.58;49.25%;0.96%;0.85%;1.98
Pantheon;SUPPORT;D;31.58;4.74;46.37%;1.89%;0.85%;1.95
Poppy;JUNGLE;B;45.92;3.25;51.00%;2.38%;1.95%;2.63
Poppy;TOP;B;42.25;2.56;51.41%;1.33%;1.95%;2.05
Pyke;SUPPORT;God;87.34;11.13;49.69%;12.70%;19.18%;2.19
Pyke;MID;A;53.83;0.0;53.29%;1.70%;19.18%;2.79
Qiyana;MID;A;50.36;1.91;49.67%;4.03%;5.92%;2.04
Qiyana;JUNGLE;C;35.24;-1.78;47.93%;1.32%;5.92%;2.32
Quinn;TOP;B;43.71;1.72;51.94%;1.66%;1.00%;1.84
Rakan;SUPPORT;A;53.64;4.1;49.95%;5.02%;0.37%;2.84
Rammus;JUNGLE;A;55.7;7.21;54.46%;2.60%;4.25%;3.0
Rek'Sai;JUNGLE;A;48.33;0.81;50.88%;3.39%;5.25%;2.51
Rell;SUPPORT;B;40.82;0.36;50.63%;1.53%;0.32%;2.4
Renata Glasc;SUPPORT;God;75.59;-5.43;52.35%;8.93%;10.47%;2.8
Renekton;TOP;B;42.37;-2.37;47.48%;3.22%;2.41%;1.76
Renekton;MID;C;37.57;-0.93;49.65%;0.47%;2.41%;2.02
Rengar;JUNGLE;S;64.88;23.17;50.57%;8.50%;18.09%;2.22
Rengar;TOP;B;44.87;15.24;49.36%;2.43%;18.09%;1.76
Riven;TOP;S;68.93;2.5;50.27%;6.51%;3.93%;1.88
Rumble;MID;B;45.63;-3.69;51.97%;0.72%;0.38%;2.57
Rumble;TOP;D;34.06;1.86;48.18%;1.22%;0.38%;2.02
Rumble;JUNGLE;D;33.47;-1.83;47.43%;0.30%;0.34%;2.74
Ryze;MID;C;35.54;-6.37;44.76%;2.61%;0.26%;2.07
Ryze;TOP;D;21.98;-1.51;45.65%;0.44%;0.26%;1.72
Samira;ADC;S;62.59;3.75;52.01%;9.53%;16.45%;2.3
Sejuani;JUNGLE;A;49.04;-3.92;51.84%;1.94%;0.28%;3.14
Sejuani;TOP;B;41.27;7.81;52.27%;0.35%;0.28%;2.45
Senna;SUPPORT;God;74.77;0.92;51.94%;9.71%;5.40%;2.63
Seraphine;SUPPORT;B;44.72;-2.19;48.85%;3.60%;0.95%;2.43
Seraphine;MID;B;41.86;2.79;50.08%;0.64%;1.01%;2.59
Seraphine;ADC;B;41.56;-1.13;53.18%;0.76%;0.95%;2.82
Sett;TOP;God;76.05;-3.79;50.69%;7.43%;7.28%;1.73
Sett;SUPPORT;C;35.96;11.25;50.20%;0.77%;7.28%;2.06
Shaco;JUNGLE;S;60.72;-1.84;50.40%;6.56%;18.53%;2.65
Shaco;SUPPORT;C;36.05;4.66;49.08%;0.97%;19.43%;2.26
Shen;TOP;S;66.94;-3.82;52.49%;4.23%;1.12%;2.9
Shyvana;JUNGLE;A;51.06;4.76;52.79%;2.68%;0.74%;2.77
Shyvana;TOP;C;37.99;-0.25;52.00%;0.32%;0.74%;2.08
Singed;TOP;A;47.47;4.47;53.18%;1.71%;0.47%;1.94
Singed;MID;B;46.41;-6.0;52.92%;0.41%;0.47%;2.57
Sion;TOP;A;58.7;1.32;50.26%;5.48%;2.40%;1.37
Sivir;ADC;C;38.95;-0.72;51.29%;2.62%;0.57%;2.39
Skarner;JUNGLE;B;41.68;1.92;51.02%;0.72%;0.15%;2.71
Skarner;TOP;D;30.7;1.68;48.75%;0.16%;0.15%;2.21
Sona;SUPPORT;A;55.09;5.79;53.18%;3.51%;0.47%;2.9
Soraka;SUPPORT;God;72.46;7.74;53.56%;7.99%;6.25%;2.73
Swain;SUPPORT;B;45.27;8.34;51.61%;2.32%;1.30%;2.31
Swain;MID;B;45.09;1.33;52.28%;0.37%;1.19%;2.57
Swain;ADC;B;41.34;0.78;53.20%;0.44%;1.30%;2.9
Sylas;MID;S;61.67;0.91;50.56%;6.84%;3.98%;2.11
Sylas;TOP;C;36.09;0.2;49.74%;1.11%;3.98%;1.87
Syndra;MID;B;42.87;-4.04;47.91%;2.94%;1.06%;2.11
Tahm Kench;TOP;A;46.71;-3.75;50.40%;2.04%;2.82%;2.42
Tahm Kench;SUPPORT;C;35.07;-2.62;48.38%;1.14%;2.82%;2.4
Taliyah;MID;C;39.4;1.59;50.19%;0.30%;0.18%;2.29
Taliyah;SUPPORT;C;38.95;5.19;52.32%;0.33%;0.18%;2.15
Taliyah;JUNGLE;C;37.54;-1.01;48.74%;1.18%;0.21%;2.56
Talon;MID;A;49.39;1.36;51.03%;3.00%;2.41%;2.15
Talon;JUNGLE;B;43.84;4.61;50.67%;2.23%;2.41%;2.44
Taric;SUPPORT;B;42.1;7.09;51.09%;1.19%;0.21%;2.74
Teemo;TOP;S;64.74;-5.15;50.80%;5.36%;9.36%;1.65
Thresh;SUPPORT;A;56.08;-5.71;45.84%;8.43%;3.13%;2.4
Tristana;ADC;B;44.65;-3.41;50.58%;5.63%;3.17%;2.26
Trundle;JUNGLE;A;49.5;-5.43;51.62%;3.18%;2.60%;2.63
Trundle;TOP;C;39.21;-1.83;51.12%;1.42%;2.60%;1.63
Tryndamere;TOP;A;60.09;-33.16;49.22%;4.70%;19.06%;1.74
Tryndamere;MID;B;41.55;0.0;51.60%;0.51%;19.06%;1.98
